1stFlrSF,2ndFlrSF,3SsnPorch,ALQ,Age,All_Liv_SF,Alley,Artery,AsbShng,AsphShn,BLQ,BedroomAbvGr,BoughtOffPlan,BrkComm,BrkFace,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CBlock,CemntBd,CentralAir,Electrical,EnclosedPorch,ExterCond,ExterQual,Feedr,FireplaceQu,Fireplaces,FullBath,GLQ,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GrLivArea,HalfBath,Has2ndFloor,Has3SsnPorch,HasEnclosedPorch,HasMasVnr,HasOpenPorch,HasScreenPorch,HasShed,HasWoodDeck,HdBoard,HeatingQC,HighSeason,Id,IsElectricalSBrkr,IsGarageDetached,IsLandLevel,IsLandSlopeGentle,IsPavedDrive,IsRegularLotShape,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,LwQ,MSSubClass,MasVnrArea,MetalSd,MiscVal,NeighborhoodBin,Neighborhood_Good,NewerDwelling,Norm,OpenPorchSF,OverallCond,OverallQual,PavedDrive,Plywood,PoolArea,PoolQC,PosA,PosN,RRAe,RRAn,RRNe,RRNn,Rec,RecentRemodel,Remodeled,SaleCondition_PriceDown,ScreenPorch,SeasonSold,SimplFireplaceQu,SimplFunctional,SimplGarageCond,SimplGarageQual,SimplHeatingQC,SimplKitchenQual,SimplOverallCond,SimplOverallQual,SimplPoolQC,Street,Stucco,TimeSinceSold,TotRmsAbvGrd,TotalArea,TotalArea1st2nd,TotalBsmtSF,Unf,VeryNewHouse,VinylSd,Wd Sdng,WdShing,WoodDeckSF,YearBuilt,YearRemodAdd,YearsSinceRemodel,YrSold,_BldgType_1Fam,_BldgType_2fmCon,_BldgType_Duplex,_BldgType_Twnhs,_BldgType_TwnhsE,_Fence_0,_Fence_1,_Fence_2,_Fence_3,_Fence_4,_Foundation_BrkTil,_Foundation_CBlock,_Foundation_PConc,_Foundation_Slab,_Foundation_Stone,_Foundation_Wood,_Functional_2,_Functional_3,_Functional_4,_Functional_5,_Functional_6,_Functional_7,_Functional_8,_GarageType_2Types,_GarageType_Attchd,_GarageType_Basment,_GarageType_BuiltIn,_GarageType_CarPort,_GarageType_Detchd,_GarageType_NA,_GarageYrBltBin_NoGarage,_GarageYrBltBin_YearBin2,_GarageYrBltBin_YearBin3,_GarageYrBltBin_YearBin4,_GarageYrBltBin_YearBin5,_GarageYrBltBin_YearBin6,_GarageYrBltBin_YearBin7,_Heating_GasA,_Heating_GasW,_Heating_Grav,_Heating_Wall,_HouseStyle_1.5Fin,_HouseStyle_1.5Unf,_HouseStyle_1Story,_HouseStyle_2.5Unf,_HouseStyle_2Story,_HouseStyle_SFoyer,_HouseStyle_SLvl,_LotConfig_Corner,_LotConfig_CulDSac,_LotConfig_FR2,_LotConfig_FR3,_LotConfig_Inside,_MSSubCls_120,_MSSubCls_180,_MSSubCls_190,_MSSubCls_20,_MSSubCls_30,_MSSubCls_40,_MSSubCls_45,_MSSubCls_50,_MSSubCls_60,_MSSubCls_70,_MSSubCls_75,_MSSubCls_80,_MSSubCls_85,_MSSubCls_90,_MSZoning_FV,_MSZoning_RH,_MSZoning_RL,_MSZoning_RM,_MasVnrType_BrkCmn,_MasVnrType_BrkFace,_MasVnrType_None,_MasVnrType_Stone,_MiscFeature_Gar2,_MiscFeature_Othr,_MiscFeature_Shed,_MiscFeature_none,_MoSold_1,_MoSold_10,_MoSold_11,_MoSold_12,_MoSold_2,_MoSold_3,_MoSold_4,_MoSold_5,_MoSold_6,_MoSold_7,_MoSold_8,_MoSold_9,_Neighborhood_Blmngtn,_Neighborhood_Blueste,_Neighborhood_BrDale,_Neighborhood_BrkSide,_Neighborhood_ClearCr,_Neighborhood_CollgCr,_Neighborhood_Crawfor,_Neighborhood_Edwards,_Neighborhood_Gilbert,_Neighborhood_IDOTRR,_Neighborhood_MeadowV,_Neighborhood_Mitchel,_Neighborhood_NAmes,_Neighborhood_NPkVill,_Neighborhood_NWAmes,_Neighborhood_NoRidge,_Neighborhood_NridgHt,_Neighborhood_OldTown,_Neighborhood_SWISU,_Neighborhood_Sawyer,_Neighborhood_SawyerW,_Neighborhood_Somerst,_Neighborhood_StoneBr,_Neighborhood_Timber,_Neighborhood_Veenker,_RoofMatl_CompShg,_RoofMatl_Tar&Grv,_RoofMatl_WdShake,_RoofMatl_WdShngl,_RoofStyle_Flat,_RoofStyle_Gable,_RoofStyle_Gambrel,_RoofStyle_Hip,_RoofStyle_Mansard,_RoofStyle_Shed,_SaleCondition_Abnorml,_SaleCondition_AdjLand,_SaleCondition_Alloca,_SaleCondition_Family,_SaleCondition_Normal,_SaleCondition_Partial,_SaleType_COD,_SaleType_CWD,_SaleType_Con,_SaleType_ConLD,_SaleType_ConLI,_SaleType_ConLw,_SaleType_New,_SaleType_Oth,_SaleType_WD,bldtyp,built_-1,built_1900,built_1920,built_1940,built_1950,built_1960,built_1970,built_1980,built_1990,built_2000,built_2001,built_2002,built_2003,built_2004,built_2005,built_2006,built_2007,built_2008,built_2009,built_2010,hsStl,month,remod_-1,remod_1900,remod_1920,remod_1940,remod_1950,remod_1960,remod_1970,remod_1980,remod_1990,remod_2000,remod_2001,remod_2002,remod_2003,remod_2004,remod_2005,remod_2006,remod_2007,remod_2008,remod_2009,remod_2010,SalePrice
-0.793433793335,1.16185158747,-0.116339286148,0,7,0.5292267151,1,0,0,0,0,3,0,0,0,2.0,0,0.575424836968,-0.288652831112,1,0,3,-0.944590605738,0,0,1,5.0,-0.359324900406,3,3,0,0,0,2,1,0.351000320867,2,3,1.0,3,0.370333439217,1,0,1,1,0,0,1,0.0,1,0,5,0,1,1,0,0,1,1,1,1,4,0.51677852349,1,-0.207141707774,-0.231876865604,1,-0.120241723735,0,5,0.514103890984,0,0,2,0.0,5,1,0.216503160839,5,7,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,0,0,-0.270208354202,0,0,4,1,1,2,2,2,3,-1,1,0,2,8,-0.190019317886,0.384619168372,-0.459302540831,1,0,1,0,0,-0.752175837861,2003,2003,5,2008,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,208500
0.257140429789,-0.795163227257,-0.116339286148,1,34,-0.38190588006,1,0,0,0,0,3,0,0,0,2.0,3,1.17199211937,-0.288652831112,0,1,3,-0.641227993094,0,0,1,5.0,-0.359324900406,3,2,1,3,1,2,0,-0.0607310126153,2,3,1.0,3,-0.482511914585,0,1,1,1,1,1,1,0.0,0,0,5,1,2,1,0,0,1,1,1,1,3,0.51677852349,1,-0.0918863723195,0.437042762497,1,-0.120241723735,0,0,-0.570750133779,1,0,3,0.0,0,0,-0.704483250334,8,6,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,0,0,-0.270208354202,1,1,4,1,1,2,1,3,2,-1,1,0,3,6,-0.0937527781202,-0.475290406713,0.466464916088,1,0,0,0,0,1.62619479185,1976,1976,31,2007,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181500
-0.627826034025,1.18935062468,-0.116339286148,0,9,0.659652902991,1,0,0,0,0,3,0,0,0,2.0,1,0.0929071820802,-0.288652831112,1,0,3,-0.301642978942,0,0,1,5.0,-0.359324900406,3,3,0,3,1,2,1,0.631726230059,2,3,1.0,3,0.515012561737,1,0,1,1,0,0,1,0.0,1,0,5,0,3,1,0,0,1,1,0,1,4,0.51677852349,1,0.0734799785505,-0.098092939984,2,-0.120241723735,0,5,0.325914927505,0,0,2,0.0,5,1,-0.0703614590346,5,7,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,0,-0.270208354202,3,1,4,1,1,2,2,2,3,-1,1,0,2,6,0.0976630881842,0.530496685573,-0.313368754519,1,0,1,0,0,-0.752175837861,2001,2002,6,2008,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,223500
-0.521733563217,0.937276116926,-0.116339286148,1,95,0.541479541547,1,0,0,0,0,3,0,0,0,3.0,0,-0.499273576191,-0.288652831112,1,0,2,-0.0616695689401,0,0,1,5.0,4.09252373932,3,2,0,4,1,1,0,0.790804245268,3,3,-1.0,3,0.38365914787,0,0,1,0,1,0,1,0.0,1,0,4,0,4,1,1,0,1,1,0,1,4,0.51677852349,1,-0.096897473861,-0.454850074972,2,-0.120241723735,0,6,-0.570750133779,0,0,3,1.0,6,1,-0.176048424251,5,7,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,1,-0.270208354202,0,2,4,1,1,2,2,2,3,-1,1,0,4,7,-0.0919838571768,0.398055255482,-0.687324081944,1,0,0,1,0,-0.752175837861,1915,1970,36,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
-0.0456112551996,1.61787728786,-0.116339286148,0,10,1.28224263002,1,0,0,0,0,4,0,0,0,2.0,2,0.463568471516,-0.288652831112,1,0,3,-0.174864573658,0,0,1,5.0,-0.359324900406,3,3,0,3,1,2,1,1.69848468499,3,3,1.0,3,1.29932569961,1,0,1,1,0,0,1,0.0,0,0,5,0,5,1,0,0,1,1,0,1,4,0.51677852349,1,0.37514829135,0.615421329991,2,-0.120241723735,0,5,1.36648919616,0,0,4,1.0,5,1,0.563760332265,5,8,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,0,0,-0.270208354202,0,1,4,1,1,2,2,2,3,-1,1,0,2,9,0.558513544511,1.32130638409,0.199679712986,1,0,1,0,0,0.78019718531,2000,2000,8,2008,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000
-0.948691067688,0.501874694446,10.802446268,0,17,-0.153209460358,1,0,0,0,0,1,0,0,0,2.0,0,0.632449650727,-0.288652831112,1,0,3,-1.13928601385,0,0,1,5.0,-0.359324900406,3,2,0,0,0,1,1,0.0328442904487,2,3,-1.0,3,-0.292144648112,1,0,0,1,1,0,1,1.0,0,0,5,0,6,1,0,0,1,1,0,1,3,0.51677852349,1,0.360616096879,0.660015971865,2,-0.120241723735,0,4,-0.570750133779,0,700,2,0.0,4,1,-0.251539113691,5,5,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,0,-0.270208354202,3,0,4,1,1,2,1,2,2,-1,1,0,1,5,0.269341520804,-0.283346305132,-0.596115465499,1,0,1,0,0,-0.432931458034,1993,1995,14,2009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143000
1.37499280513,-0.795163227257,-0.116339286148,0,6,0.501030909051,1,0,0,0,0,3,0,0,0,2.0,2,2.02955758783,-0.288652831112,1,0,4,-0.566519289981,0,0,1,5.0,-0.359324900406,3,3,0,4,1,2,1,0.762731654348,2,3,1.0,3,0.339874676581,0,1,1,1,0,0,1,0.0,0,0,5,0,7,1,0,0,1,1,1,1,4,0.51677852349,1,-0.0433789093976,0.21406955313,1,-0.120241723735,0,0,0.458754195843,0,0,3,1.0,0,1,0.156110609287,5,8,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,0,-0.270208354202,2,2,4,1,1,2,2,2,3,-1,1,0,3,7,0.145237751453,0.353908112119,1.43327625041,1,0,1,0,0,1.28300708354,2004,2005,2,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,307000
-0.14394086229,1.45746623747,-0.116339286148,1,37,1.13111705137,1,0,0,0,1,3,0,0,0,2.0,1,0.910993933321,-0.0902204678863,1,0,3,-0.795173199511,0,0,1,5.0,3.37237175348,3,2,0,3,2,2,0,0.0515593510616,2,3,1.0,3,1.09372905182,1,0,1,0,0,0,1,1.0,0,1,5,0,8,1,0,0,1,1,0,1,3,0.51677852349,1,-0.0135127442102,0.437042762497,2,-0.120241723735,0,5,0.757642549605,0,350,2,0.0,5,0,2.37553687883,6,7,1,0,-0.0686917475382,-1,0,1,0,0,0,0,0,0,0,0,-0.270208354202,3,1,4,1,1,2,1,2,3,-1,1,0,1,7,0.163299365297,1.11400675438,0.113031527363,0,0,0,0,0,1.12338489362,1973,1973,36,2009,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
-0.363888667624,0.92810977119,-0.116339286148,0,79,0.639432520432,1,1,0,0,0,2,0,0,1,2.0,0,-0.973018182807,-0.288652831112,0,0,2,0.871057269933,0,0,1,-1.0,2.99592866997,3,2,0,3,2,2,0,-0.0233008913897,2,3,-1.0,2,0.49216848976,0,0,1,0,1,1,1,0.0,0,0,4,1,9,0,1,0,1,1,1,2,3,0.51677852349,1,-0.440659039609,-0.856201851833,1,-0.120241723735,0,4,-0.570750133779,0,0,1,0.0,4,0,-0.704483250334,5,7,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,1,-0.270208354202,1,1,3,1,1,2,1,2,3,-1,1,0,2,8,-0.382366195213,0.507463393384,-0.240401861363,1,0,0,0,0,-0.0338759832498,1931,1950,58,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129900
-0.221569499467,-0.795163227257,-0.116339286148,0,71,-0.857286671259,1,2,0,0,0,2,0,0,0,2.0,0,0.89344783678,-0.288652831112,1,0,2,-0.967229606681,0,0,1,5.0,-0.359324900406,3,2,0,3,2,1,1,-1.25381612668,1,3,1.0,4,-0.834691357562,0,1,1,1,1,0,1,0.0,1,0,5,0,10,1,0,0,1,1,1,2,3,0.51677852349,1,-0.310370399529,-0.900796493706,1,-0.120241723735,0,14,-0.570750133779,1,0,1,0.0,14,0,-0.644090698781,6,5,1,0,-0.0686917475382,-1,0,0,0,0,0,0,0,0,1,0,-0.270208354202,0,1,4,1,2,2,1,2,2,-1,1,0,2,5,-0.43552692462,-0.830386994639,-0.151473460328,1,0,0,0,0,-0.752175837861,1939,1950,58,2008,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
