Id,SalePrice
1461,129472.575773
1462,157806.370208
1463,181126.56877
1464,180815.788059
1465,188605.01774
1466,184562.781358
1467,165483.226792
1468,176631.148248
1469,185038.686068
1470,123925.986728
1471,196715.69079
1472,90879.2564273
1473,91223.1188773
1474,147338.168
1475,147880.099615
1476,419100.363446
1477,313510.254685
1478,342484.127981
1479,299645.125533
1480,507592.414555
1481,349034.290181
1482,209663.996127
1483,175305.319891
1484,170545.525936
1485,179738.337319
1486,199900.565666
1487,351119.537685
1488,239788.880378
1489,213491.108221
1490,194336.571932
1491,199170.06052
1492,99760.4543352
1493,178059.261615
1494,348600.12057
1495,311532.407469
1496,215800.794299
1497,184443.657944
1498,158224.473209
1499,157253.569014
1500,159036.713302
1501,171997.668474
1502,165212.78821
1503,321037.398659
1504,232018.929824
1505,218115.572853
1506,186228.789458
1507,219515.420452
1508,199204.02848
1509,164786.352709
1510,152083.090405
1511,148932.180547
1512,166078.043057
1513,150270.557682
1514,165415.703846
1515,175656.902697
1516,161838.495834
1517,156220.281493
1518,131131.48692
1519,226012.206493
1520,134911.766952
1521,142720.037316
1522,164713.969456
1523,119335.117817
1524,126576.143163
1525,131618.169056
1526,130783.041556
1527,100469.196113
1528,129463.255322
1529,139480.842317
1530,169994.977482
1531,115351.796789
1532,104909.442994
1533,137216.059069
1534,113470.462249
1535,161854.838629
1536,117012.141701
1537,71892.4237355
1538,175061.456804
1539,190919.513644
1540,106597.806784
1541,146422.871136
1542,136815.056271
1543,183060.336143
1544,77717.4250601
1545,96239.2496763
1546,116398.046545
1547,128395.109217
1548,127081.936731
1549,104314.930394
1550,132947.298154
1551,112344.410976
1552,135814.252293
1553,152376.615729
1554,111049.152622
1555,169157.848784
1556,105095.402677
1557,130544.880756
1558,89671.37245
1559,106421.670997
1560,148060.79509
1561,140765.336876
1562,125840.04614
1563,120243.73113
1564,148604.181121
1565,155578.917092
1566,258789.675423
1567,75577.500541
1568,224780.270758
1569,148501.715245
1570,134339.458732
1571,120242.044961
1572,146178.304973
1573,242513.555134
1574,108262.020133
1575,236931.696503
1576,220527.959111
1577,202554.594928
1578,159229.789105
1579,145683.162078
1580,194168.772777
1581,142575.173102
1582,125972.281885
1583,316281.612551
1584,233802.628236
1585,136085.460888
1586,73054.7949526
1587,99618.0916887
1588,152033.368411
1589,107132.939009
1590,127447.485304
1591,101642.935139
1592,113417.150786
1593,117413.998265
1594,125558.575359
1595,123673.330442
1596,241811.55808
1597,172304.410113
