Id,SalePrice
1461,121502.334404
1462,157585.652942
1463,179898.200003
1464,189457.026102
1465,186690.379834
1466,175407.626049
1467,170490.403755
1468,168900.802866
1469,181487.523778
1470,121194.83301
1471,184860.01856
1472,92020.8743245
1473,92472.1257233
1474,144679.448622
1475,124587.530908
1476,380464.234309
1477,276192.884824
1478,306040.083814
1479,297200.118448
1480,483967.524528
1481,342152.636871
1482,210452.243331
1483,170057.658701
1484,162013.858132
1485,180902.786014
1486,194546.305321
1487,342657.403047
1488,235002.827756
1489,202462.39433
1490,221149.277406
1491,194589.806913
1492,96814.7046727
1493,186361.104639
1494,318668.208478
1495,299375.918748
1496,225214.648631
1497,177366.417126
1498,164852.531018
1499,156196.784239
1500,154298.067663
1501,174579.675288
1502,147837.958639
1503,293395.489759
1504,240778.206858
1505,226200.540226
1506,193602.039514
1507,233784.975257
1508,199512.40158
1509,163339.843257
1510,148886.023359
1511,155422.460865
1512,173520.992248
1513,147434.00003
1514,152970.344734
1515,187827.480855
1516,153800.944554
1517,158186.847302
1518,128710.212571
1519,222766.671114
1520,132313.014023
1521,138206.864969
1522,170985.678288
1523,116379.190146
1524,122989.973222
1525,124386.189253
1526,117862.864123
1527,103323.367765
1528,131862.935689
1529,146479.322641
1530,182745.692607
1531,112640.36665
1532,95635.2473729
1533,142380.477694
1534,115847.53316
1535,155827.795297
1536,106975.163532
1537,66933.9306749
1538,159778.27708
1539,194789.679805
1540,94454.6013594
1541,140687.367644
1542,135189.792871
1543,195647.836734
1544,79468.2084685
1545,104825.32314
1546,126444.562554
1547,129151.917889
1548,134992.210615
1549,114318.295114
1550,134914.172146
1551,108686.79557
1552,143407.479469
1553,153938.517785
1554,114511.244531
1555,170447.969831
1556,92151.1390125
1557,113473.913816
1558,91181.3509967
1559,87620.6194361
1560,139874.902687
1561,129457.92708
1562,123753.768835
1563,119178.738633
1564,154218.771341
1565,150452.227867
1566,254631.079614
1567,72997.0601246
1568,244267.750647
1569,136417.168681
1570,133965.964348
1571,119744.443336
1572,145599.837451
1573,235978.139312
1574,114390.985506
1575,237813.072123
1576,234329.562795
1577,186562.273556
1578,152169.070151
1579,148461.145407
1580,191386.904788
1581,149907.710151
1582,126532.625254
1583,306472.949298
1584,226625.258093
1585,131384.213523
1586,68065.1650476
1587,100211.360825
1588,157547.538999
1589,96994.614057
1590,129759.824565
1591,94961.248327
1592,111695.725168
1593,121873.646963
1594,135118.741702
1595,115893.207157
1596,240170.416567
1597,188403.862879
1598,217220.157693
1599,164710.323966
1600,161384.831278
1601,63801.1834518
1602,108714.810853
1603,79262.1290251
1604,260306.402196
1605,243850.886509
1606,171136.244816
1607,163427.373379
1608,226731.630778
1609,189525.957162
1610,158781.437711
1611,144423.728694
1612,166329.188813
1613,162903.685879
1614,119562.333207
1615,86458.0595886
1616,77569.6306152
1617,88220.4621902
1618,127031.538503
1619,139185.945853
1620,152036.756895
1621,136551.559072
1622,151567.508894
1623,262824.668016
1624,212513.664371
1625,119293.524792
1626,169606.813376
1627,187815.95966
1628,281716.873164
1629,175876.739599
1630,346315.387896
1631,225222.814004
1632,245084.91782
1633,171020.803882
1634,180617.4412
1635,177597.211551
1636,150265.752282
1637,197323.903829
1638,201011.460574
1639,185403.07876
1640,260525.991751
1641,185821.338465
1642,236882.027825
1643,225953.927136
1644,234326.114078
1645,199699.052772
1646,158668.58106
1647,157745.949588
1648,130038.082565
1649,139625.841578
1650,116601.72703
1651,119913.514907
1652,92317.1851509
1653,93569.965326
1654,150121.305397
1655,144001.549736
1656,142178.798149
1657,150245.950842
1658,146947.283023
1659,130638.368195
1660,151170.615864
1661,444989.05622
1662,427058.831975
1663,412491.384902
1664,466491.762213
1665,333363.730848
1666,344580.639209
1667,386280.893305
1668,348548.968225
1669,305718.213148
1670,362940.406612
1671,282099.251138
1672,444734.43647
1673,317859.677886
1674,255819.333963
1675,189081.56082
1676,185188.691148
1677,222402.643251
1678,457045.744029
1679,406973.421118
1680,335267.229856
1681,248701.567826
1682,322244.038416
1683,185401.346418
1684,175274.711188
1685,174691.296993
1686,165635.145234
1687,168151.500365
1688,184277.093246
1689,192967.032911
1690,192984.018929
1691,178141.991405
1692,265941.196359
1693,168810.947533
1694,185446.983264
1695,167579.133594
1696,279899.961812
1697,170545.782922
1698,380505.299639
1699,347780.168129
1700,261129.086732
1701,282403.974434
1702,246409.362223
1703,246984.746838
1704,291580.063075
1705,238857.785779
1706,410847.070251
1707,218041.113467
1708,215115.383833
1709,281437.685676
1710,220524.946607
1711,270522.75677
1712,257854.063322
1713,275987.949458
1714,228113.806143
1715,205068.232166
1716,179598.983152
1717,174386.899596
1718,131499.427954
1719,203861.25573
1720,231970.258088
1721,171200.570819
1722,120578.110952
1723,152101.340462
1724,208859.435305
1725,245074.49427
1726,183710.618298
1727,151594.061158
1728,178184.485462
1729,170148.541016
1730,157631.862383
1731,121302.899946
1732,124271.936542
1733,114050.092489
1734,121303.326841
1735,122138.931858
1736,110522.948232
1737,343266.100624
1738,251784.275306
1739,240951.275268
1740,201216.138821
1741,180883.510398
1742,170048.959038
1743,170648.93001
1744,317755.13569
1745,225587.576204
1746,203273.812479
1747,217899.895459
1748,230194.221806
1749,154613.625646
1750,132401.992568
1751,245684.351995
1752,116689.666084
1753,145396.386015
1754,201014.683432
1755,169875.972101
1756,125496.566711
1757,118257.170925
1758,151289.860675
1759,165573.800501
1760,162075.534891
1761,146158.04235
1762,183018.734178
1763,181535.822638
1764,118318.597859
1765,162580.091269
1766,182233.517823
1767,209097.675937
1768,145146.941073
1769,175433.934144
1770,146059.515612
1771,125581.171208
1772,135265.757718
1773,132005.328246
1774,137065.119814
1775,138182.035967
1776,127024.993723
1777,108854.452758
1778,133880.82403
1779,125611.541764
1780,180167.652909
1781,129174.447568
1782,88709.7106826
1783,140520.201455
1784,98181.955091
1785,113841.557445
1786,133648.162521
1787,160605.927571
1788,57220.0511828
1789,95930.2266893
1790,80681.7726501
1791,181765.23898
1792,156006.10669
1793,133604.988926
1794,144243.898567
1795,137456.250897
1796,127031.714012
1797,107543.776628
1798,120691.040473
1799,108564.183466
1800,127647.061073
1801,135549.680488
1802,128734.266692
1803,147000.146565
1804,139007.197016
1805,135550.762997
1806,117866.400338
1807,140077.466586
1808,122515.940239
1809,121591.123814
1810,138648.34258
1811,88655.3432488
1812,108129.185004
1813,124222.681832
1814,94290.0498178
1815,54519.6676377
1816,90049.4282387
1817,111078.770554
1818,146950.275242
1819,119819.832476
1820,65203.4067825
1821,110772.184022
1822,153300.17686
1823,52510.8521499
1824,121243.230533
1825,136919.781778
1826,103999.860391
1827,99657.2971095
1828,133369.632992
1829,114984.539089
1830,142416.854049
1831,152746.959713
1832,82624.5563215
1833,133596.03273
1834,120084.013667
1835,139991.835936
1836,123516.79598
1837,89240.7605196
1838,132704.212359
1839,88003.8802464
1840,150259.760358
1841,137566.47567
1842,83286.2060584
1843,128123.438481
1844,135336.744933
1845,144700.682345
1846,152428.52477
1847,170391.14431
1848,57965.9036047
1849,114183.133632
1850,119151.850026
1851,147324.54734
1852,124940.69163
1853,124609.302698
1854,165570.086195
1855,147350.708641
1856,223924.704079
1857,153174.844949
1858,137766.486523
1859,122614.365583
1860,147945.165713
1861,122922.768992
1862,305935.7455
1863,283465.490019
1864,284013.240055
1865,328420.282524
1866,330230.833072
1867,237740.546262
1868,293849.785462
1869,202668.023231
1870,228179.95251
1871,252858.938653
1872,173263.080831
1873,246610.292312
1874,143962.837363
1875,201081.625967
1876,198514.118794
1877,213718.011309
1878,209182.158788
1879,132786.840606
1880,131223.698812
1881,252095.733626
1882,250787.553841
1883,194737.85002
1884,214909.376347
1885,243658.776771
1886,279143.269448
1887,207818.238074
1888,271104.385651
1889,166394.85584
1890,124448.041755
1891,127576.627859
1892,99195.5345117
1893,133502.370522
1894,124387.343196
1895,140488.343195
1896,123632.220977
1897,118085.451868
1898,113739.863379
1899,149091.850135
1900,153230.915053
1901,168388.105088
1902,150287.111626
1903,215556.944679
1904,138505.582127
1905,198248.190726
1906,138898.572235
1907,215651.168382
1908,104687.085859
1909,130415.689674
1910,120803.479728
1911,219387.776381
1912,323125.882715
1913,145106.963575
1914,61179.832946
1915,296627.232982
1916,69319.9726573
1917,254700.235276
1918,141350.820534
1919,172800.818285
1920,148732.949778
1921,397003.013978
1922,328366.166267
1923,227314.898948
1924,236740.731558
1925,210460.363215
1926,381321.47412
1927,138051.708657
1928,155661.305381
1929,124994.313459
1930,133436.744094
1931,137152.355627
1932,139014.628423
1933,181019.940353
1934,177956.107986
1935,171376.928769
1936,191520.795847
1937,183606.252112
1938,166699.797873
1939,250200.448871
1940,184448.432723
1941,170012.880354
1942,185669.840169
1943,205741.195593
1944,369350.407658
1945,398721.437378
1946,144363.191423
1947,295484.450672
1948,165865.590496
1949,241402.007721
1950,183112.044895
1951,251751.70768
1952,218520.739971
1953,165715.076606
1954,184525.581831
1955,139498.681643
1956,302606.660275
1957,150008.508373
1958,297287.546368
1959,143630.24636
1960,114005.077207
1961,121670.333302
1962,91050.255344
1963,97628.0174035
1964,107752.456617
1965,146847.002711
1966,141331.333726
1967,302624.954139
1968,425197.085825
1969,399599.427121
1970,448942.691486
1971,458673.259428
1972,387823.443841
1973,277143.873072
1974,332560.245532
1975,440772.438633
1976,283424.404419
1977,381508.337501
1978,372746.147628
1979,325285.666355
1980,209122.340595
1981,341322.01099
1982,215520.499366
1983,206045.561614
1984,171049.772742
1985,206392.397141
1986,204462.291574
1987,181170.940695
1988,176708.450127
1989,191572.043313
1990,215205.971422
1991,228992.974505
1992,216992.002682
1993,170169.19984
1994,237682.434865
1995,184390.102028
1996,266340.899387
1997,329366.923159
1998,351072.884591
1999,282520.554161
2000,337097.789018
2001,294279.855398
2002,252786.535363
2003,252455.949403
2004,281539.83268
2005,224826.752529
2006,224345.003508
2007,249621.348784
2008,213365.80131
2009,195781.584751
2010,195478.253233
2011,137425.478606
2012,173498.692745
2013,179371.242425
2014,182540.896023
2015,205486.922239
2016,194311.144641
2017,200062.122168
2018,120193.858338
2019,127608.636338
2020,105653.985914
2021,106469.362899
2022,183515.385586
2023,147713.121734
2024,259681.657701
2025,388521.006608
2026,173637.491368
2027,156171.698845
2028,150743.123005
2029,165116.102812
2030,259441.035573
2031,219814.563238
2032,240124.328267
2033,250248.676342
2034,171077.739544
2035,227036.764675
2036,183919.276597
2037,194335.454514
