Id,SalePrice
1461,128717.62638
1462,435686.036398
1463,193445.586162
1464,205788.921232
1465,167170.662544
1466,189105.084601
1467,205992.183926
1468,193541.310928
1469,180452.110651
1470,133386.120108
1471,182240.976806
1472,121796.876944
1473,123214.531377
1474,145452.550396
1475,127183.7019
1476,274470.98531
1477,231098.249412
1478,251734.878401
1479,249645.640452
1480,312900.162443
1481,256358.058837
1482,206574.602455
1483,199085.848574
1484,180070.253849
1485,205214.095089
1486,213438.015455
1487,242236.903208
1488,228182.876154
1489,201989.405939
1490,223345.118465
1491,205970.745509
1492,102612.012976
1493,190215.287146
1494,232510.189934
1495,222537.043013
1496,204556.538504
1497,174259.242319
1498,172269.650211
1499,169812.497344
1500,170900.841667
1501,175593.420859
1502,168090.800598
1503,241438.331461
1504,215737.506511
1505,219100.775449
1506,162626.264033
1507,214994.437521
1508,178085.804608
1509,150572.591096
1510,143792.316903
1511,142702.407395
1512,153487.611603
1513,142328.375494
1514,163560.507945
1515,180371.083082
1516,137343.757038
1517,217812.173077
1518,130947.833514
1519,227938.284243
1520,131689.342539
1521,133517.829262
1522,154475.071069
1523,117549.223296
1524,116332.988492
1525,123865.980003
1526,114844.466028
1527,119411.762439
1528,144637.368544
1529,134298.822717
1530,175198.97061
1531,115160.436823
1532,105608.437867
1533,132434.596889
1534,133760.935906
1535,167939.85335
1536,109716.934747
1537,111221.070425
1538,133414.001443
1539,133995.575704
1540,107706.780038
1541,130204.44301
1542,145217.882529
1543,156715.12352
1544,97086.3521194
1545,108654.300854
1546,120393.505363
1547,122181.490634
1548,118059.058246
1549,122339.256127
1550,119730.533802
1551,112308.067941
1552,120977.258235
1553,135274.161943
1554,122132.514758
1555,158744.075996
1556,101879.157688
1557,96580.586088
1558,108016.674188
1559,100797.62659
1560,110724.999605
1561,136962.283123
1562,154947.573086
1563,129510.181704
1564,155478.500906
1565,149710.624707
1566,198305.995242
1567,100263.14048
1568,203385.144101
1569,165286.614839
1570,148345.836526
1571,138135.37057
1572,151031.774895
1573,223513.306864
1574,136129.583165
1575,195573.393282
1576,214659.48569
1577,202802.331869
1578,122382.512726
1579,162985.391527
1580,200544.378748
1581,166189.312891
1582,137376.151954
1583,249132.568015
1584,215579.069409
1585,164680.328896
1586,124204.80002
1587,117810.321536
1588,145007.082439
1589,112577.468737
1590,143346.045994
1591,116228.282606
1592,138221.502157
1593,117874.675486
1594,156071.207682
1595,119673.118703
1596,169291.202478
1597,163978.995942
1598,195359.854709
1599,162549.015607
1600,163871.113636
1601,96135.5272096
1602,115004.130178
1603,94316.8505349
1604,215045.721302
1605,215449.834942
1606,160866.942439
1607,164379.174357
1608,223869.672898
1609,201661.083862
1610,189392.452616
1611,155114.007089
1612,198842.611316
1613,200782.27825
1614,132042.102846
1615,115857.368965
1616,113570.793343
1617,119370.709902
1618,151911.521484
1619,154379.446144
1620,199627.341785
1621,161957.736521
1622,149378.015283
1623,214328.838797
1624,201341.609498
1625,125040.756313
1626,174575.949018
1627,199606.18733
1628,246941.382972
1629,214213.629104
1630,245858.17827
1631,187582.638193
1632,188760.013833
1633,188349.707911
1634,199103.466407
1635,190115.202965
1636,183907.572419
1637,174237.790962
1638,186054.317703
1639,184379.32093
1640,212022.746412
1641,190297.269966
1642,224147.993703
1643,213545.286093
1644,222967.206213
1645,178396.55299
1646,160663.776055
1647,160727.045073
1648,142039.377711
1649,144198.854458
1650,135115.322325
1651,155124.576814
1652,124971.950844
1653,124178.324323
1654,149728.17907
1655,139454.230473
1656,146411.144943
1657,150024.360208
1658,149194.86027
1659,131615.367361
1660,221615.278362
1661,297036.999167
1662,273257.52882
1663,273882.312479
1664,306044.966477
1665,257922.434114
1666,261999.194099
1667,283614.91186
1668,265185.011754
1669,242879.039571
1670,263972.132616
1671,248381.657446
1672,292682.374285
1673,255801.212708
1674,239083.624792
1675,204278.658916
1676,198434.4831
1677,211645.205781
1678,302843.606935
1679,276260.852882
1680,236157.059128
1681,218557.863861
1682,259278.258095
1683,196888.694619
1684,212876.084967
1685,210424.962644
1686,193140.809169
1687,202280.726886
1688,217471.825042
1689,215842.418403
1690,213150.609212
1691,202880.980902
1692,230018.460375
1693,189740.773249
1694,196280.342215
1695,187631.699151
1696,230018.19386
1697,189678.724738
1698,260490.234224
1699,244953.008281
1700,222629.893644
1701,228157.56029
1702,233713.26544
1703,245229.157822
